0.00000   		-0.00011        
0.01000   		-0.00051     
0.02000   		-0.00089     
0.03000   		-0.00072     
0.04000   		-0.00026     
0.05000   		-0.00018     
0.06000   		-0.00020     
0.07000   		0.00046      
0.08000   		0.00217      
0.09000   		0.00449      
0.10000   		0.00610      
0.11000   		0.00614      
0.12000   		0.00523      
0.13000   		0.00445      
0.14000   		0.00432      
0.15000   		0.00481      
0.16000   		0.00519      
0.17000   		0.00479      
0.18000   		0.00357      
0.19000   		0.00204      
0.20000   		0.00119      
0.21000   		0.00161      
0.22000   		0.00264      
0.23000   		0.00334      
0.24000   		0.00343      
0.25000   		0.00296      
0.26000   		0.00200      
0.27000   		0.00055      
0.28000   		-0.00147     
0.29000   		-0.00394     
0.30000   		-0.00627     
0.31000   		-0.00796     
0.32000   		-0.00897     
0.33000   		-0.00942     
0.34000   		-0.00927     
0.35000   		-0.00843     
0.36000   		-0.00665     
0.37000   		-0.00392     
0.38000   		-0.00082     
0.39000   		0.00186      
0.40000   		0.00366      
0.41000   		0.00441      
0.42000   		0.00399      
0.43000   		0.00252      
0.44000   		0.00062      
0.45000   		-0.00096     
0.46000   		-0.00171     
0.47000   		-0.00162     
0.48000   		-0.00134     
0.49000   		-0.00112     
0.50000   		0.00021      
0.51000   		0.00356      
0.52000   		0.00804      
0.53000   		0.01193      
0.54000   		0.01370      
0.55000   		0.01289      
0.56000   		0.01097      
0.57000   		0.00962      
0.58000   		0.00896      
0.59000   		0.00827      
0.60000   		0.00678      
0.61000   		0.00389      
0.62000   		-0.00061     
0.63000   		-0.00627     
0.64000   		-0.01172     
0.65000   		-0.01573     
0.66000   		-0.01826     
0.67000   		-0.01986     
0.68000   		-0.02089     
0.69000   		-0.02130     
0.70000   		-0.02022     
0.71000   		-0.01704     
0.72000   		-0.01263     
0.73000   		-0.00821     
0.74000   		-0.00428     
0.75000   		-0.00081     
0.76000   		0.00246      
0.77000   		0.00556      
0.78000   		0.00772      
0.79000   		0.00829      
0.80000   		0.00788      
0.81000   		0.00727      
0.82000   		0.00640      
0.83000   		0.00501      
0.84000   		0.00332      
0.85000   		0.00159      
0.86000   		-0.00026     
0.87000   		-0.00248     
0.88000   		-0.00516     
0.89000   		-0.00781     
0.90000   		-0.00885     
0.91000   		-0.00680     
0.92000   		-0.00155     
0.93000   		0.00587      
0.94000   		0.01366      
0.95000   		0.01961      
0.96000   		0.02167      
0.97000   		0.01949      
0.98000   		0.01595      
0.99000   		0.01379      
1.00000   		0.01235      
1.01000   		0.00979      
1.02000   		0.00526      
1.03000   		-0.00108     
1.04000   		-0.00791     
1.05000   		-0.01372     
1.06000   		-0.01795     
1.07000   		-0.02070     
1.08000   		-0.02246     
1.09000   		-0.02397     
1.10000   		-0.02615     
1.11000   		-0.02899     
1.12000   		-0.03062     
1.13000   		-0.02935     
1.14000   		-0.02549     
1.15000   		-0.01986     
1.16000   		-0.01223     
1.17000   		-0.00239     
1.18000   		0.00886      
1.19000   		0.01965      
1.20000   		0.02703      
1.21000   		0.02907      
1.22000   		0.02672      
1.23000   		0.02178      
1.24000   		0.01497      
1.25000   		0.00733      
1.26000   		0.00147      
1.27000   		-0.00044     
1.28000   		0.00131      
1.29000   		0.00540      
1.30000   		0.01055      
1.31000   		0.01575      
1.32000   		0.02057      
1.33000   		0.02460      
1.34000   		0.02695      
1.35000   		0.02664      
1.36000   		0.02318      
1.37000   		0.01671      
1.38000   		0.00809      
1.39000   		-0.00076     
1.40000   		-0.00642     
1.41000   		-0.00625     
1.42000   		-0.00062     
1.43000   		0.00772      
1.44000   		0.01440      
1.45000   		0.01610      
1.46000   		0.01307      
1.47000   		0.00710      
1.48000   		-0.00042     
1.49000   		-0.00918     
1.50000   		-0.02069     
1.51000   		-0.03524     
1.52000   		-0.04873     
1.53000   		-0.05681     
1.54000   		-0.05910     
1.55000   		-0.05644     
1.56000   		-0.04806     
1.57000   		-0.03408     
1.58000   		-0.01818     
1.59000   		-0.00370     
1.60000   		0.01007      
1.61000   		0.02466      
1.62000   		0.03912      
1.63000   		0.05118      
1.64000   		0.05857      
1.65000   		0.05953      
1.66000   		0.05325      
1.67000   		0.04033      
1.68000   		0.02327      
1.69000   		0.00594      
1.70000   		-0.00691     
1.71000   		-0.01286     
1.72000   		-0.01518     
1.73000   		-0.01774     
1.74000   		-0.01983     
1.75000   		-0.01994     
1.76000   		-0.01944     
1.77000   		-0.01920     
1.78000   		-0.01594     
1.79000   		-0.00641     
1.80000   		0.00856      
1.81000   		0.02480      
1.82000   		0.03561      
1.83000   		0.03622      
1.84000   		0.02836      
1.85000   		0.01583      
1.86000   		-0.00003     
1.87000   		-0.01801     
1.88000   		-0.03460     
1.89000   		-0.04622     
1.90000   		-0.05149     
1.91000   		-0.05101     
1.92000   		-0.04727     
1.93000   		-0.04215     
1.94000   		-0.03444     
1.95000   		-0.02228     
1.96000   		-0.00573     
1.97000   		0.01369      
1.98000   		0.03350      
1.99000   		0.05053      
2.00000   		0.06123      
2.01000   		0.06325      
2.02000   		0.05713      
2.03000   		0.04546      
2.04000   		0.03210      
2.05000   		0.01968      
2.06000   		0.00728      
2.07000   		-0.00703     
2.08000   		-0.02365     
2.09000   		-0.04049     
2.10000   		-0.05209     
2.11000   		-0.05396     
2.12000   		-0.04675     
2.13000   		-0.03377     
2.14000   		-0.01847     
2.15000   		-0.00355     
2.16000   		0.01007      
2.17000   		0.02237      
